# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Motor mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
8.931,10291.142,1609.403,-69.183,1631.137,69.597,1549.872,0.563,1549.872,0.021,265.391,7.585,32.9,-105.995,32.091,0.037,0,-0,-0,1439.399,95.278,1623.125,5.065,134.352,103.615,5.123,1.484,109707799.751,580.71,1050.543,0.533,0.533,0.248,0.143,0.142,0.006,0.033,-0,0,0,0,0,-0,0.201,6,28.274,80.256,0.034,12.074,44.099,701.243,1100.303,0.05,0.056,1078.968
8.981,10371.525,1605.908,-69.632,1627.625,70.081,1563.132,0.571,1563.132,0.021,264.995,7.912,32.9,-105.995,32.091,0.046,0,0.001,-0,1440.981,96.859,1624.262,5.067,134.398,103.651,5.125,1.482,109321350.717,568.238,1044.8,0.533,0.533,0.248,0.143,0.142,0.008,0.041,0,0,0,0,0,0,0.2,6,28.274,80.248,0.034,12.373,43.663,699.171,1099.821,0.05,0.056,1072.081
9.031,10451.731,1602.312,-71.817,1624.011,72.219,1576.371,0.579,1576.372,0.021,264.59,7.612,32.9,-105.995,32.091,0.021,0,0.002,-0,1438.667,94.545,1620.66,5.063,134.541,103.565,5.163,1.479,108924501.128,536.982,1038.917,0.533,0.533,0.249,0.143,0.142,0.004,0.019,-0,0,0,0,0,0,0.2,6,28.274,80.216,0.035,12.324,43.227,697.103,1099.339,0.05,0.057,1065.091
9.081,10531.752,1598.567,-74.675,1620.253,75.072,1589.591,0.587,1589.591,0.021,264.201,7.706,32.9,-105.995,32.091,0.005,0,0.002,-0,1438.464,94.342,1620.261,5.063,134.659,103.557,5.184,1.476,108524906.755,495.932,1033.014,0.534,0.534,0.249,0.143,0.142,0.001,0.004,-0,0,0,0,0,0,0.199,6,28.274,80.172,0.034,12.845,42.792,695.04,1098.859,0.05,0.057,1057.943
9.131,10611.587,1594.835,-74.456,1616.509,74.803,1602.792,0.595,1602.792,0.021,263.825,7.196,32.9,-105.995,32.09,0.014,0,-0.002,0,1437.678,93.557,1619.459,5.062,134.709,103.535,5.196,1.474,108127056.372,494.13,1027.153,0.534,0.534,0.249,0.143,0.143,0.002,0.012,-0,0,0,0,0,-0,0.199,6,28.274,80.126,0.033,13.384,42.359,692.982,1098.38,0.05,0.057,1050.849
9.181,10691.234,1591.052,-75.564,1612.721,75.807,1615.974,0.604,1615.974,0.021,263.482,6.058,32.9,-105.995,32.09,0.064,0,-0.002,-0,1436.75,92.629,1618.402,5.06,134.652,103.507,5.191,1.471,107712267.614,477.277,1021.08,0.535,0.535,0.249,0.143,0.143,0.011,0.058,0,0,0,0,0,-0,0.199,6,28.274,80.089,0.031,12.658,41.926,690.929,1097.902,0.05,0.057,1043.73
9.231,10770.691,1587.211,-76.567,1608.884,76.798,1629.141,0.612,1629.141,0.022,263.19,5.949,32.9,-105.995,32.09,0.074,0,0.001,-0,1436.521,92.399,1617.224,5.06,134.701,103.485,5.203,1.468,107295983.842,459.244,1014.994,0.536,0.536,0.25,0.143,0.143,0.013,0.068,0,0,0,0,0,0,0.198,6,28.274,80.085,0.03,12.043,41.494,688.88,1097.426,0.05,0.058,1036.581
9.281,10849.954,1583.336,-77.128,1605.007,77.488,1642.292,0.62,1642.292,0.022,262.858,7.458,32.9,-105.995,32.09,0.021,0,0.003,-0,1435.996,91.874,1616.96,5.059,134.918,103.475,5.241,1.465,106887424.884,443.379,1009.013,0.536,0.536,0.25,0.143,0.143,0.004,0.02,-0,0,0,0,0,0,0.198,6,28.274,80.121,0.03,12.287,41.064,686.837,1096.95,0.05,0.058,1029.417
9.331,10929.024,1579.465,-77.04,1601.119,77.601,1655.425,0.628,1655.425,0.022,262.432,9.312,32.9,-105.995,32.09,0.05,-0,-0.002,-0,1434.267,90.145,1614.731,5.056,134.913,103.418,5.249,1.462,106481488.881,435.297,1003.108,0.537,0.537,0.25,0.143,0.144,0.009,0.045,-0,0,0,0,0,-0,0.197,6,28.274,80.168,0.032,12.802,40.634,684.799,1096.476,0.05,0.058,1022.271
9.381,11007.899,1575.507,-78.894,1597.128,79.61,1668.534,0.637,1668.534,0.022,261.912,10.652,32.9,-105.995,32.089,0.089,0,0,-0,1434.353,90.231,1614.915,5.056,134.883,103.422,5.243,1.459,106067898.011,403.795,997.121,0.537,0.537,0.25,0.143,0.144,0.016,0.082,0,0,0,0,0,0,0.197,6,28.274,80.188,0.035,13.18,40.206,682.765,1096.003,0.05,0.059,1015.031
9.431,11086.576,1571.581,-78.369,1593.17,78.993,1681.616,0.645,1681.616,0.022,261.386,9.912,32.9,-105.995,32.089,0.064,0,0.003,-0,1432.248,88.127,1612.828,5.053,135.023,103.364,5.276,1.456,105651046.909,406.577,991.075,0.538,0.538,0.251,0.143,0.144,0.011,0.059,-0,0,0,0,0,0,0.196,6,28.274,80.16,0.036,13.047,39.779,680.737,1095.53,0.05,0.059,1007.867
9.481,11165.057,1567.673,-78.016,1589.239,78.498,1694.674,0.653,1694.674,0.022,260.926,8.685,32.9,-105.994,32.089,0.018,0,0.004,-0,1432.766,88.644,1612.09,5.054,135.216,103.358,5.31,1.453,105240243.364,407.309,985.132,0.538,0.538,0.251,0.143,0.145,0.003,0.017,0,0,0,0,0,0,0.196,6,28.274,80.097,0.037,13.227,39.352,678.714,1095.06,0.05,0.059,1000.773
9.531,11243.358,1564.377,-65.851,1585.94,66.043,1707.712,0.662,1707.712,0.022,260.634,5.035,32.9,-105.994,32.089,0.041,0,-0.004,-0,1431.653,87.532,1611.324,5.052,135.21,103.333,5.313,1.451,104869759.275,558.436,979.784,0.539,0.539,0.251,0.143,0.145,0.007,0.039,0,0,0,0,0,-0,0.195,6,28.274,80.026,0.036,13.247,38.927,676.695,1094.59,0.05,0.059,994.505
9.581,11321.495,1561.106,-65.244,1582.677,65.377,1720.738,0.67,1720.738,0.022,260.416,4.174,32.9,-105.994,32.088,0.071,0,-0.002,-0,1431.618,87.496,1611.355,5.052,135.184,103.333,5.309,1.449,104503638.991,562.436,974.517,0.539,0.539,0.251,0.143,0.145,0.013,0.067,-0,0,0,0,0,-0,0.195,6,28.274,79.978,0.035,13.392,38.503,674.681,1094.121,0.05,0.06,988.311
9.631,11399.468,1557.809,-65.678,1579.389,65.839,1733.754,0.679,1733.754,0.022,260.199,4.596,32.9,-105.994,32.088,0.059,0,0,0,1431.576,87.454,1610.617,5.052,135.271,103.32,5.325,1.446,104138339.205,550.996,969.26,0.54,0.54,0.252,0.143,0.145,0.01,0.055,0,0,0,0,0,0,0.194,6,28.274,79.968,0.035,13.728,38.079,672.67,1093.653,0.05,0.06,982.112
9.681,11477.277,1554.552,-64.902,1576.137,65.094,1746.758,0.687,1746.758,0.023,259.957,5.005,32.9,-105.994,32.088,0.037,0,0.002,0,1430.574,86.452,1609.833,5.05,135.383,103.296,5.348,1.444,103768532.524,554.542,963.953,0.54,0.54,0.252,0.143,0.145,0.007,0.035,0,0,0,0,0,0,0.194,6,28.274,79.989,0.035,13.427,37.656,670.665,1093.186,0.05,0.06,975.984
9.731,11554.922,1551.259,-65.517,1572.843,65.811,1759.749,0.696,1759.749,0.023,259.675,6.215,32.9,-105.994,32.088,0.006,0,-0.002,0,1431.966,87.845,1610.623,5.052,135.522,103.324,5.366,1.441,103397419.627,538.728,958.643,0.54,0.54,0.252,0.143,0.146,0.001,0.006,-0,0,0,0,0,-0,0.194,6,28.274,80.029,0.036,13.228,37.235,668.663,1092.72,0.05,0.06,969.83
9.781,11632.402,1547.947,-65.93,1569.518,66.391,1772.724,0.704,1772.724,0.023,259.318,7.815,32.9,-105.994,32.087,0.066,0,-0.001,-0,1430.732,86.611,1609.225,5.05,135.411,103.287,5.354,1.439,103045738.778,525.579,953.573,0.541,0.541,0.252,0.143,0.146,0.012,0.062,-0,0,0,0,0,-0,0.193,6,28.274,80.065,0.037,13.73,36.814,666.75,1092.256,0.05,0.061,963.787
9.831,11709.717,1544.647,-65.856,1566.196,66.318,1785.68,0.713,1785.68,0.023,258.91,7.815,32.9,-105.994,32.087,0.067,0,0.001,-0,1430.87,86.749,1609.011,5.051,135.461,103.285,5.363,1.437,102686734.225,521.266,948.402,0.541,0.541,0.253,0.143,0.146,0.012,0.064,-0,0,0,0,0,0,0.193,6,28.274,80.067,0.038,13.533,36.394,664.842,1091.792,0.05,0.061,957.776
9.881,11786.864,1541.231,-68.225,1562.762,68.612,1798.615,0.722,1798.615,0.023,258.521,7.277,32.9,-105.994,32.087,0.029,-0,0.002,0,1429.628,85.507,1607.944,5.048,135.618,103.254,5.394,1.434,102318403.829,488.645,943.103,0.542,0.542,0.253,0.142,0.146,0.005,0.028,-0,0,0,0,0,0,0.192,6,28.274,80.032,0.038,13.119,35.975,662.939,1091.329,0.05,0.061,951.655
9.931,11863.842,1537.892,-66.664,1559.417,66.913,1811.533,0.73,1811.533,0.023,258.202,5.762,32.9,-105.994,32.087,0.021,0,-0.003,0,1429.938,85.816,1607.696,5.049,135.692,103.253,5.407,1.432,101957288.313,505.606,937.928,0.542,0.542,0.253,0.142,0.147,0.004,0.02,-0,0,0,0,0,-0,0.192,6,28.274,79.984,0.036,12.795,35.557,661.04,1090.867,0.05,0.062,945.668
9.981,11940.652,1534.503,-67.607,1556.029,67.819,1824.436,0.739,1824.436,0.023,257.927,5.354,32.9,-105.994,32.086,0.044,-0,-0.001,0,1429.022,84.9,1605.437,5.047,135.679,103.205,5.412,1.429,101598015.466,490.169,932.797,0.543,0.543,0.253,0.142,0.147,0.008,0.043,-0,0,0,0,0,-0,0.192,6,28.274,79.946,0.035,12.844,35.139,659.145,1090.406,0.05,0.062,939.656
10.031,12017.291,1531.068,-68.513,1552.596,68.741,1837.325,0.748,1837.326,0.023,257.651,5.588,32.9,-105.994,32.086,0.042,0,-0,0,1428.3,84.179,1604.939,5.046,135.736,103.189,5.425,1.426,101237452.25,473.734,927.656,0.543,0.543,0.254,0.142,0.147,0.008,0.041,0,0,0,0,0,-0,0.191,6,28.274,79.932,0.036,13.004,34.723,657.254,1089.946,0.05,0.062,933.616
10.081,12093.758,1527.643,-68.235,1549.169,68.514,1850.201,0.757,1850.201,0.023,257.358,6.18,32.9,-105.994,32.086,0.017,0,0.001,-0,1427.107,82.986,1604.603,5.044,135.854,103.17,5.447,1.424,100878055.975,471.096,922.542,0.544,0.544,0.254,0.142,0.148,0.003,0.016,0,0,0,0,0,0,0.191,6,28.274,79.94,0.036,13.198,34.308,655.367,1089.488,0.05,0.062,927.611
10.131,12170.054,1524.202,-68.543,1545.72,68.928,1863.06,0.766,1863.061,0.024,257.019,7.27,32.9,-105.994,32.086,0.025,0,-0.001,-0,1427.165,83.043,1604.108,5.044,135.878,103.162,5.453,1.421,100520846.994,459.92,917.475,0.544,0.544,0.254,0.142,0.148,0.005,0.025,0,0,0,0,0,-0,0.19,6,28.274,79.956,0.037,13.675,33.893,653.485,1089.03,0.05,0.063,921.606
10.181,12246.177,1520.691,-70.014,1542.192,70.49,1875.901,0.775,1875.902,0.024,256.618,8.176,32.9,-105.994,32.085,0.051,0,0.001,0,1425.229,81.108,1602.404,5.041,135.857,103.112,5.457,1.419,100158430.502,435.634,912.356,0.545,0.545,0.254,0.142,0.148,0.009,0.051,-0,0,0,0,0,0,0.19,6,28.274,79.959,0.038,14.119,33.48,651.607,1088.573,0.05,0.063,915.533
10.231,12322.122,1517.143,-70.801,1538.623,71.257,1888.722,0.784,1888.722,0.024,256.201,8.052,32.9,-105.994,32.085,0.04,0,0.002,-0,1426.151,82.029,1602.73,5.043,135.936,103.128,5.468,1.416,99790215.709,420.839,907.161,0.545,0.545,0.255,0.142,0.148,0.007,0.039,-0,0,0,0,0,0,0.189,6,28.274,79.934,0.038,14.24,33.067,649.733,1088.117,0.05,0.063,909.442
10.281,12397.89,1513.561,-71.543,1535.026,71.904,1901.522,0.793,1901.522,0.024,255.813,7.194,32.9,-105.994,32.085,0.001,0,-0.003,-0.001,1424.948,80.827,1601.423,5.041,136.093,103.093,5.5,1.414,99416892.19,408.841,901.909,0.546,0.546,0.255,0.142,0.149,0,0.001,0,0,0,0,0,-0,0.189,6,28.274,79.889,0.039,14.037,32.656,647.864,1087.663,0.05,0.063,903.345
10.331,12473.481,1510.067,-69.759,1531.528,70.022,1914.304,0.802,1914.305,0.024,255.494,6.064,32.9,-105.994,32.085,0.035,0,-0.002,-0,1424.017,79.896,1601.19,5.039,136.046,103.078,5.495,1.411,99052187.758,428.111,896.796,0.546,0.546,0.255,0.142,0.149,0.006,0.035,-0,0,0,0,0,-0,0.189,6,28.274,79.845,0.039,13.983,32.245,645.999,1087.209,0.05,0.064,897.392
10.381,12548.895,1506.513,-70.823,1527.973,71.09,1927.071,0.811,1927.072,0.024,255.187,6.165,32.9,-105.994,32.085,0.04,0,-0.001,0,1425.254,81.133,1600.711,5.041,136.08,103.084,5.499,1.408,98687895.114,409.49,891.7,0.547,0.547,0.255,0.142,0.149,0.007,0.04,-0,0,0,0,0,-0,0.188,6,28.274,79.819,0.04,14.258,31.835,644.138,1086.757,0.05,0.064,891.4
10.431,12624.129,1502.842,-73.259,1524.298,73.545,1939.822,0.82,1939.823,0.024,254.855,6.489,32.9,-105.994,32.084,0.045,0,0,0,1424.056,79.934,1598.917,5.039,136.115,103.041,5.512,1.405,98309855.749,374.416,886.43,0.547,0.547,0.256,0.142,0.149,0.008,0.045,-0,0,0,0,0,0,0.188,6,28.274,79.814,0.04,13.949,31.427,642.282,1086.305,0.05,0.064,885.298
10.481,12699.179,1499.188,-72.837,1520.641,73.142,1952.557,0.829,1952.557,0.024,254.53,6.669,32.9,-105.994,32.084,0.034,0,0.002,-0,1423.216,79.094,1599.43,5.038,136.192,103.04,5.525,1.403,97930870.545,374.152,881.158,0.548,0.548,0.256,0.142,0.15,0.006,0.034,-0,0,0,0,0,0,0.187,6,28.274,79.832,0.04,13.422,31.019,640.431,1085.855,0.05,0.064,879.245
10.531,12774.047,1495.501,-73.48,1516.947,73.86,1965.275,0.838,1965.275,0.024,254.172,7.483,32.9,-105.994,32.084,0.004,0,0.002,-0,1423.497,79.375,1598.633,5.038,136.32,103.03,5.548,1.4,97551567.936,359.21,875.872,0.548,0.548,0.256,0.142,0.15,0.001,0.004,0,0,0,0,0,0,0.187,6,28.274,79.867,0.04,13.029,30.612,638.583,1085.406,0.05,0.065,873.177
10.581,12848.731,1491.865,-72.468,1513.297,72.899,1977.974,0.848,1977.974,0.025,253.786,7.914,32.9,-105.994,32.084,0.023,0,-0.002,-0,1423.026,78.904,1598.602,5.038,136.315,103.024,5.548,1.397,97174183.126,365.295,870.469,0.549,0.549,0.256,0.142,0.15,0.004,0.023,0,0,0,0,0,-0,0.186,6,28.274,79.903,0.04,12.519,30.207,636.741,1084.958,0.05,0.065,867.191
10.631,12923.231,1488.154,-73.907,1509.566,74.486,1990.652,0.857,1990.653,0.025,253.352,9.268,32.9,-105.994,32.083,0.07,0,-0.001,-0,1422.076,77.954,1597.121,5.036,136.232,102.988,5.541,1.394,96802459.739,340.006,865.174,0.549,0.549,0.257,0.142,0.151,0.013,0.071,-0,0,0,0,0,-0,0.186,6,28.274,79.927,0.04,12.924,29.802,634.903,1084.511,0.05,0.065,861.14
10.681,12997.546,1484.464,-73.656,1505.849,74.214,2003.308,0.866,2003.308,0.025,252.877,9.087,32.9,-105.993,32.083,0.064,0,0.002,-0,1421.049,76.927,1596.374,5.034,136.29,102.965,5.554,1.391,96427310.511,338.463,859.83,0.55,0.55,0.257,0.142,0.151,0.012,0.065,-0,0,0,0,0,0,0.185,6,28.274,79.916,0.04,12.897,29.398,633.069,1084.065,0.05,0.066,855.136
10.731,13071.676,1480.745,-74.227,1502.109,74.716,2015.941,0.876,2015.941,0.025,252.437,8.535,32.9,-105.993,32.083,0.035,0,0.003,-0,1419.478,75.357,1595.351,5.032,136.41,102.93,5.58,1.388,96052513.04,327.991,854.502,0.55,0.55,0.257,0.142,0.151,0.006,0.036,-0,0,0,0,0,0,0.185,6,28.274,79.871,0.041,12.995,28.996,631.24,1083.62,0.05,0.066,849.134
10.781,13145.62,1477.009,-74.639,1498.359,74.969,2028.552,0.885,2028.552,0.025,252.037,7.021,32.9,-105.993,32.083,0.034,0,-0.003,-0,1421.573,77.451,1596.078,5.035,136.455,102.965,5.582,1.385,95670651.672,320.095,849.096,0.551,0.551,0.258,0.141,0.152,0.006,0.035,-0,0,0,0,0,-0,0.185,6,28.274,79.812,0.041,12.468,28.594,629.416,1083.177,0.05,0.067,843.151
10.831,13219.377,1473.277,-74.478,1494.626,74.745,2041.146,0.894,2041.146,0.025,251.719,6.309,32.9,-105.993,32.082,0.065,0,-0.001,-0,1418.643,74.521,1594.016,5.03,136.413,102.898,5.586,1.382,95299440.44,319.432,843.845,0.551,0.551,0.258,0.141,0.152,0.012,0.066,-0,0,0,0,0,-0,0.184,6,28.274,79.768,0.041,12.405,28.193,627.621,1082.734,0.05,0.067,837.25
10.881,13292.947,1469.505,-75.174,1490.853,75.475,2053.724,0.904,2053.724,0.025,251.39,6.732,32.9,-105.993,32.082,0.053,0,0,0,1419.837,75.715,1594.034,5.032,136.484,102.912,5.595,1.38,94938830.903,304.521,838.704,0.551,0.551,0.258,0.141,0.152,0.01,0.054,0,0,0,0,0,0,0.184,6,28.274,79.757,0.041,12.735,27.794,625.885,1082.293,0.05,0.067,831.405
10.931,13366.328,1465.749,-74.895,1487.092,75.237,2066.285,0.913,2066.285,0.025,251.041,7.165,32.9,-105.993,32.082,0.032,0,0.001,-0,1417.627,73.505,1592.877,5.029,136.581,102.867,5.619,1.377,94573848.719,302.582,833.514,0.552,0.552,0.258,0.141,0.153,0.006,0.033,-0,0,0,0,0,0,0.183,6,28.274,79.774,0.041,12.559,27.395,624.154,1081.852,0.05,0.068,825.602
10.981,13439.521,1461.966,-75.353,1483.297,75.808,2078.827,0.923,2078.827,0.025,250.654,8.295,32.9,-105.993,32.082,0.015,0,-0.002,-0,1417.401,73.28,1592.311,5.028,136.665,102.855,5.635,1.374,94210693.07,289.537,828.368,0.552,0.552,0.259,0.141,0.153,0.003,0.016,-0,0,0,0,0,-0,0.183,6,28.274,79.804,0.041,12.695,26.998,622.427,1081.413,0.05,0.068,819.791
11.031,13512.523,1458.122,-76.602,1479.431,77.199,2091.349,0.933,2091.349,0.026,250.194,9.585,32.9,-105.993,32.082,0.062,0,-0.001,-0,1416.947,72.825,1592.813,5.028,136.573,102.859,5.619,1.371,93846974.782,266.743,823.241,0.553,0.553,0.259,0.141,0.153,0.012,0.065,0,0,0,0,0,-0,0.182,6,28.274,79.828,0.041,13.142,26.601,620.705,1080.975,0.05,0.068,813.93
11.081,13585.335,1454.36,-75.051,1475.642,75.668,2103.846,0.942,2103.847,0.026,249.712,9.644,32.9,-105.993,32.081,0.077,0,0.001,-0,1416.549,72.428,1590.696,5.027,136.568,102.819,5.625,1.368,93487880.995,280.402,818.189,0.553,0.553,0.259,0.141,0.154,0.014,0.08,0,0,0,0,0,0,0.182,6,28.274,79.82,0.041,13.526,26.206,618.987,1080.538,0.05,0.068,808.181
11.131,13657.956,1450.486,-77.398,1471.741,77.927,2116.319,0.952,2116.32,0.026,249.224,9.066,32.9,-105.993,32.081,0.032,0,0.003,-0,1415.611,71.489,1590.141,5.025,136.727,102.799,5.655,1.365,93114958.027,248.49,812.94,0.554,0.554,0.259,0.14,0.154,0.006,0.033,0,0,0,0,0,0,0.181,6,28.274,79.774,0.042,13.26,25.811,617.274,1080.103,0.05,0.069,802.341
11.181,13730.384,1446.632,-76.979,1467.873,77.363,2128.77,0.962,2128.77,0.026,248.811,7.694,32.9,-105.993,32.081,0.028,0,-0.003,-0,1415.412,71.291,1590.002,5.025,136.774,102.794,5.663,1.362,92743996.035,251.392,807.746,0.554,0.554,0.26,0.14,0.154,0.005,0.029,-0,0,0,0,0,-0,0.181,6,28.274,79.714,0.043,12.933,25.418,615.565,1079.668,0.05,0.069,796.565
11.231,13802.62,1442.814,-76.196,1464.049,76.511,2141.202,0.971,2141.202,0.026,248.454,6.93,32.9,-105.993,32.081,0.057,-0,-0.002,0,1414.816,70.695,1588.681,5.024,136.727,102.765,5.66,1.359,92381408.036,257.666,802.691,0.555,0.555,0.26,0.14,0.155,0.011,0.06,0,0,0,0,0,-0,0.18,6,28.274,79.667,0.043,13.055,25.025,613.861,1079.235,0.05,0.069,790.867
11.281,13874.665,1438.988,-76.284,1460.22,76.612,2153.616,0.981,2153.616,0.026,248.106,7.09,32.9,-105.993,32.08,0.052,0,-0,-0,1414.533,70.412,1589.184,5.024,136.773,102.77,5.667,1.356,92021050.568,251.359,797.674,0.555,0.555,0.26,0.14,0.155,0.01,0.054,0,0,0,0,0,-0,0.18,6,28.274,79.649,0.042,13.361,24.634,612.161,1078.802,0.05,0.069,785.191
11.331,13946.518,1435.147,-76.591,1456.371,76.971,2166.012,0.991,2166.012,0.026,247.734,7.644,32.9,-105.993,32.08,0.029,-0,0.001,-0,1413.722,69.601,1588.175,5.022,136.865,102.744,5.687,1.353,91657779.306,241.716,792.628,0.556,0.556,0.261,0.14,0.155,0.005,0.031,-0,0,0,0,0,0,0.179,6,28.274,79.656,0.041,13.468,24.244,610.466,1078.371,0.05,0.07,779.522
11.381,14018.179,1431.291,-76.849,1452.504,77.305,2178.388,1.001,2178.389,0.026,247.33,8.383,32.9,-105.993,32.08,0.003,0,-0.001,-0,1413.28,69.158,1587.322,5.022,136.969,102.725,5.707,1.35,91292828.653,232.108,787.576,0.556,0.556,0.261,0.14,0.156,0,0.003,0,0,0,0,0,-0,0.179,6,28.274,79.676,0.042,13.487,23.854,608.775,1077.941,0.05,0.07,773.863
11.431,14089.646,1427.381,-77.96,1448.574,78.499,2190.744,1.01,2190.744,0.026,246.881,9.185,32.9,-105.993,32.08,0.031,0,-0.001,-0,1413.585,69.464,1588.226,5.022,136.922,102.743,5.696,1.347,90924146.451,211.796,782.491,0.557,0.557,0.261,0.14,0.156,0.006,0.032,0,0,0,0,0,-0,0.178,6,28.274,79.695,0.043,13.477,23.466,607.089,1077.513,0.05,0.07,768.166
11.481,14160.917,1423.475,-77.956,1444.646,78.49,2203.076,1.02,2203.076,0.027,246.415,9.139,32.9,-105.993,32.08,0.029,0,0,-0,1410.877,66.755,1585.277,5.018,136.957,102.663,5.716,1.343,90551617.687,207.908,777.366,0.557,0.557,0.262,0.139,0.156,0.005,0.031,-0,0,0,0,0,0,0.178,6,28.274,79.699,0.045,13.062,23.079,605.408,1077.085,0.05,0.07,762.501
11.531,14231.991,1419.497,-79.288,1440.646,79.872,2215.385,1.03,2215.385,0.027,245.944,9.638,32.9,-105.993,32.079,0.041,0,0.001,-0,1412.083,67.961,1585.844,5.02,136.953,102.686,5.711,1.34,90183127.355,185.276,772.313,0.558,0.558,0.262,0.139,0.157,0.008,0.044,-0,0,0,0,0,0,0.177,6,28.274,79.688,0.045,13.358,22.693,603.731,1076.659,0.05,0.071,756.789
11.581,14302.868,1415.565,-78.517,1436.69,79.057,2227.67,1.04,2227.67,0.027,245.467,9.219,32.9,-105.993,32.079,0.027,-0,0.002,-0,1409.669,65.547,1583.334,5.016,137.018,102.617,5.734,1.337,89816601.879,191.413,767.299,0.558,0.558,0.262,0.139,0.157,0.005,0.028,-0,0,0,0,0,0,0.177,6,28.274,79.659,0.045,13.533,22.308,602.059,1076.233,0.05,0.071,751.154
11.631,14373.549,1411.682,-77.494,1432.789,77.97,2239.932,1.05,2239.933,0.027,245.028,8.598,32.9,-105.993,32.079,0.005,0,0.002,0,1410.132,66.01,1584.444,5.016,137.103,102.64,5.744,1.334,89454348.528,199.901,762.358,0.559,0.559,0.262,0.139,0.157,0.001,0.006,-0,0,0,0,0,0,0.177,6,28.274,79.617,0.044,13.735,21.924,600.392,1075.809,0.05,0.071,745.604
11.681,14444.036,1407.8,-77.533,1428.892,77.943,2252.173,1.06,2252.174,0.027,244.61,7.981,32.9,-105.993,32.079,0.026,0,-0.002,0,1409.209,65.088,1583.339,5.015,137.071,102.611,5.743,1.331,89091174.89,196.22,757.422,0.559,0.559,0.263,0.139,0.158,0.005,0.028,0,0,0,0,0,-0,0.176,6,28.274,79.573,0.043,13.772,21.541,598.729,1075.386,0.05,0.072,740.089
11.731,14514.328,1403.879,-78.271,1424.964,78.607,2264.394,1.07,2264.394,0.027,244.224,7.262,32.9,-105.993,32.078,0.068,0,-0.001,0,1409.385,65.263,1583.811,5.015,136.982,102.621,5.727,1.328,88719019.753,183.869,752.386,0.56,0.56,0.263,0.139,0.158,0.013,0.073,0,0,0,0,0,-0,0.176,6,28.274,79.542,0.042,13.141,21.159,597.07,1074.965,0.05,0.072,734.569
11.781,14584.423,1399.933,-78.771,1421.016,79.055,2276.596,1.08,2276.597,0.027,243.874,6.685,32.9,-105.993,32.078,0.1,0,0.001,0,1409.71,65.589,1582.79,5.016,136.919,102.608,5.718,1.324,88339809.784,173.895,747.272,0.56,0.56,0.263,0.138,0.159,0.019,0.108,0,0,0,0,0,0,0.175,6,28.274,79.543,0.043,11.929,20.779,595.417,1074.544,0.05,0.072,729.059
11.831,14654.321,1395.982,-78.703,1417.064,79.064,2288.782,1.09,2288.782,0.027,243.529,7.54,32.9,-105.993,32.078,0.057,0,0.004,0,1409.42,65.299,1582.57,5.015,137.057,102.601,5.743,1.321,87969772.241,167.923,742.27,0.561,0.561,0.264,0.138,0.159,0.011,0.062,0,0,0,0,0,0,0.175,6,28.274,79.589,0.044,11.5,20.399,593.768,1074.125,0.05,0.072,723.573
